CM30c28	Plot05	CM30c46	CM30b58	CM30c60	LB5	CM31a5	CM30c	CM30d3	CM30c44	CM30c39	CM30c30	CM30c53	CM30b60	CM30b51	CM30d12	Plot03	Plot08	Plot06	Plot02	Plot01	CM30c35	Plot04	CM30c37	CM30c62	LB1	Plot07	CM30c51
M00598_54_000000000-ABCWN_1_1101_22430_10047|gene_26S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_6069_16332|gene_26S	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1104_13804_22544|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_16926_6215|gene_26S	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_12415_7625|gene_26S	0	1	0	3	0	0	0	3	7	0	1	0	0	0	0	0	0	0	0	2	1	4	0	6	0	0	0	7
M00598_54_000000000-ABCWN_1_1102_22442_24213|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
M00598_54_000000000-ABCWN_1_2105_21377_17171|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_25264_17962|gene_26S	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_16734_8348|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_18208_16006|gene_26S	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1110_9535_24750|gene_26S	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_28489_16026|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_27757_10777|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0
M00598_54_000000000-ABCWN_1_1102_10665_19418|gene_26S	0	0	0	0	4	9	3	0	0	1	1	0	2	0	0	0	0	7	0	0	0	0	2	3	0	3	0	0
M00598_54_000000000-ABCWN_1_1113_19771_10934|gene_26S	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_16369_4579|gene_26S	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_2105_26364_15449|gene_26S	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_22736_22042|gene_26S	0	0	3	0	0	0	0	0	0	0	0	0	3	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2116_17168_15429|gene_26S	0	1	0	1	5	0	4	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_12503_10392|gene_26S	0	0	0	1	0	0	0	1	10	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_22630_14430|gene_26S	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	2	0	0	11	0	5	0	0	2	0	0	1
M00598_54_000000000-ABCWN_1_2110_13094_1337|gene_26S	0	0	0	0	0	2	0	0	22	9	0	0	0	0	5	0	8	0	18	0	3	0	7	1	0	0	0	1
M00598_54_000000000-ABCWN_1_1103_10895_10416|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_23365_10560|gene_26S	1	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_19193_12996|gene_26S	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1103_14633_7992|gene_26S	0	2	0	24	1	0	3	0	8	0	1	0	0	4	0	0	8	1	3	2	7	7	0	3	1	0	2	0
M00598_54_000000000-ABCWN_1_2115_24775_18599|gene_26S	0	1	0	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	6	0	5	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_18077_10911|gene_26S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_13743_11093|gene_26S	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0
M00598_54_000000000-ABCWN_1_1102_17727_20987|gene_26S	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_17552_11870|gene_26S	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	10	0	4	0	0	0	0	2	0	1	0	0
M00598_54_000000000-ABCWN_1_2117_16540_20973|gene_26S	0	0	1	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	29	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_9737_21102|gene_26S	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_25091_14351|gene_26S	0	0	0	0	0	1	0	0	2	0	0	0	0	0	20	19	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_9896_4357|gene_26S	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	7	8	3	0	0	1	0
M00598_54_000000000-ABCWN_1_2114_14483_8562|gene_26S	0	0	0	0	0	8	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_14019_13587|gene_26S	0	0	4	8	0	0	16	1	0	0	2	0	0	0	0	0	1	0	0	1	0	3	0	1	2	0	1	2
M00598_54_000000000-ABCWN_1_1114_18956_15490|gene_26S	0	8	0	3	0	1	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_21326_23393|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
M00598_54_000000000-ABCWN_1_1103_14935_3103|gene_26S	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_7019_18449|gene_26S	0	0	0	0	0	0	0	0	3	4	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_13410_21178|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_9900_17535|gene_26S	0	2	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1102_23578_13150|gene_26S	0	0	0	0	1	0	4	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_17938_13046|gene_26S	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_9214_15903|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	2	0	0	0	0	0	0	0	0	2	3
M00598_54_000000000-ABCWN_1_1102_16672_9811|gene_26S	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M00598_54_000000000-ABCWN_1_1102_16119_8888|gene_26S	0	0	0	0	1	0	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	2
M00598_54_000000000-ABCWN_1_1117_20049_15897|gene_26S	4	0	0	2	5	0	0	1	0	1	0	0	1	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1112_10868_4153|gene_26S	13	2	0	8	3	2	10	48	1	24	42	0	1	67	8	20	11	8	38	1	7	0	230	94	9	5	8	2
M00598_54_000000000-ABCWN_1_1102_19786_13459|gene_26S	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_22835_2883|gene_26S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
M00598_54_000000000-ABCWN_1_2115_13605_16011|gene_26S	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M00598_54_000000000-ABCWN_1_1103_16256_8999|gene_26S	0	0	0	3	0	0	0	0	6	2	0	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	2	0
M00598_54_000000000-ABCWN_1_1102_24731_13334|gene_26S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_14656_9242|gene_26S	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00598_54_000000000-ABCWN_1_2119_12555_9064|gene_26S	0	0	0	0	0	0	0	0	0	25	4	0	0	3	2	0	0	0	9	0	6	0	0	0	0	0	15	2
M00598_54_000000000-ABCWN_1_1117_15369_17157|gene_26S	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_24681_23166|gene_26S	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1103_12667_7925|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_14062_8673|gene_26S	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0
M00598_54_000000000-ABCWN_1_1101_16354_6581|gene_26S	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_9768_8328|gene_26S	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	1	0	0
M00598_54_000000000-ABCWN_1_2114_19742_21379|gene_26S	0	2	1	2	1	2	0	0	8	0	0	0	0	1	1	1	0	1	4	0	1	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_1106_20953_10126|gene_26S	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_4860_10049|gene_26S	0	0	0	0	0	1	0	0	0	3	1	0	0	0	5	0	0	0	1	0	0	0	4	2	0	3	0	0
M00598_54_000000000-ABCWN_1_1102_15845_16288|gene_26S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_17211_4630|gene_26S	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_8549_13892|gene_26S	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_4150_16213|gene_26S	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_8668_8410|gene_26S	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_21091_20556|gene_26S	0	0	0	0	2	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_11534_8484|gene_26S	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_10725_7771|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_9962_19970|gene_26S	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2103_20365_20146|gene_26S	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_15929_18350|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6
M00598_54_000000000-ABCWN_1_2102_17464_23188|gene_26S	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	14	0	0
M00598_54_000000000-ABCWN_1_2112_9550_17648|gene_26S	0	2	0	4	0	2	0	3	0	0	1	0	0	0	2	3	0	1	0	0	1	0	0	0	2	0	0	4
M00598_54_000000000-ABCWN_1_2113_19702_14915|gene_26S	0	0	0	0	0	0	0	1	7	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1106_27958_19539|gene_26S	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_19106_18064|gene_26S	1	0	0	0	0	0	0	0	0	13	3	0	0	5	0	0	0	0	2	0	13	0	13	0	0	0	0	2
M00598_54_000000000-ABCWN_1_1102_25144_4801|gene_26S	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_25187_8340|gene_26S	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	0	0	0	2	0	0	0	2
M00598_54_000000000-ABCWN_1_1113_18738_21716|gene_26S	0	0	2	1	0	3	2	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_11754_14568|gene_26S	0	6	0	0	0	0	0	0	0	2	4	0	0	8	5	0	0	0	2	0	2	0	0	2	0	0	0	3
M00598_54_000000000-ABCWN_1_1103_5839_8281|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_26551_13117|gene_26S	0	0	0	0	0	0	0	0	0	7	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_18366_13512|gene_26S	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_15364_12333|gene_26S	1	0	0	7	0	0	1	0	1	4	2	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_13408_2144|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
M00598_54_000000000-ABCWN_1_1102_13916_19544|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_25314_7491|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
M00598_54_000000000-ABCWN_1_2117_17143_20080|gene_26S	0	0	0	0	0	2	0	0	0	15	4	0	0	2	1	0	0	1	3	0	0	1	15	10	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_18807_14468|gene_26S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	5
M00598_54_000000000-ABCWN_1_1118_18292_19471|gene_26S	0	0	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17655_15790|gene_26S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1102_8640_13335|gene_26S	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1104_18550_10701|gene_26S	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_23871_20180|gene_26S	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1
M00598_54_000000000-ABCWN_1_1103_22612_9773|gene_26S	0	0	0	21	0	0	7	30	0	0	0	0	0	0	0	0	1	0	0	9	3	704	0	0	24	0	0	0
M00598_54_000000000-ABCWN_1_1105_13564_5152|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	8	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_20227_22404|gene_26S	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_26605_17516|gene_26S	1	0	0	0	0	0	0	0	0	0	6	0	1	4	0	0	0	0	1	0	30	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_7135_15310|gene_26S	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_16819_9149|gene_26S	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1111_13144_11194|gene_26S	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	0	0	2
M00598_54_000000000-ABCWN_1_1102_20075_15463|gene_26S	0	3	0	0	0	3	0	0	0	8	0	0	0	6	0	0	3	0	0	0	0	0	2	1	0	0	0	6
M00598_54_000000000-ABCWN_1_1112_15983_17071|gene_26S	0	0	0	2	0	3	0	1	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
M00598_54_000000000-ABCWN_1_1111_14249_21287|gene_26S	0	0	0	1	0	0	0	0	1	1	2	0	0	2	12	1	0	0	0	0	2	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1110_16515_15762|gene_26S	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_19068_14819|gene_26S	0	0	11	0	0	0	0	0	9	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0
M00598_54_000000000-ABCWN_1_1111_9599_8971|gene_26S	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	2	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1104_15176_22897|gene_26S	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
M00598_54_000000000-ABCWN_1_1112_16634_17721|gene_26S	0	0	0	1	0	0	0	0	7	6	0	0	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_25695_7111|gene_26S	0	0	0	0	0	0	0	0	11	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1107_14379_15885|gene_26S	2	0	0	1	6	6	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_14613_14018|gene_26S	1	0	0	0	0	3	0	0	0	0	0	1	1	0	9	0	0	0	1	0	0	0	0	1	0	2	0	0
M00598_54_000000000-ABCWN_1_2118_20656_19429|gene_26S	7	0	0	2	0	0	0	0	4	2	1	0	0	23	1	1	1	0	4	0	0	0	0	3	0	3	0	2
M00598_54_000000000-ABCWN_1_1105_24971_13309|gene_26S	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_13700_12097|gene_26S	0	11	4	1	0	0	0	4	2	0	1	0	0	0	0	0	2	2	3	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1106_9065_3483|gene_26S	0	0	0	10	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_10276_11560|gene_26S	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	1	0	0
M00598_54_000000000-ABCWN_1_1104_13472_11540|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0	0	0	5
M00598_54_000000000-ABCWN_1_1102_23936_5839|gene_26S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0
M00598_54_000000000-ABCWN_1_1117_13428_8003|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	1	15	0	0	0	1
M00598_54_000000000-ABCWN_1_1111_24566_15290|gene_26S	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_14684_21657|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	6	1	0	0	0	2
M00598_54_000000000-ABCWN_1_1103_20701_15745|gene_26S	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1101_19529_14509|gene_26S	1	0	0	4	0	2	0	1	48	0	0	0	7	0	14	0	7	0	94	0	0	0	6	148	8	4	0	0
M00598_54_000000000-ABCWN_1_1103_11384_22187|gene_26S	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_13085_7620|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
M00598_54_000000000-ABCWN_1_2104_23891_12064|gene_26S	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_14326_18115|gene_26S	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_11346_6488|gene_26S	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_16216_16292|gene_26S	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_8515_14364|gene_26S	0	1	1	5	0	3	0	2	3	0	1	0	0	0	5	2	0	2	0	0	0	1	0	0	1	0	0	1
M00598_54_000000000-ABCWN_1_2108_11968_16360|gene_26S	0	0	3	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2101_12125_10827|gene_26S	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_11416_4856|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_12903_16591|gene_26S	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	5
M00598_54_000000000-ABCWN_1_1109_6525_15105|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_23702_12840|gene_26S	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_26947_16574|gene_26S	0	1	7	0	0	1	2	0	3	0	0	0	1	2	0	1	0	1	0	0	0	2	0	0	0	1	2	0
M00598_54_000000000-ABCWN_1_2113_19683_19502|gene_26S	1	0	1	20	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	2	2	0	0
M00598_54_000000000-ABCWN_1_1102_15408_14509|gene_26S	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_24595_15624|gene_26S	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	3
M00598_54_000000000-ABCWN_1_2113_28744_8820|gene_26S	0	6	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	3
M00598_54_000000000-ABCWN_1_1102_14305_5480|gene_26S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	2	1	0	0	0
M00598_54_000000000-ABCWN_1_1113_25964_12678|gene_26S	2	0	0	9	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_24313_18452|gene_26S	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_11790_9728|gene_26S	0	1	0	5	0	0	11	0	0	1	0	0	0	0	5	0	0	0	2	0	0	2	0	0	0	0	0	3
M00598_54_000000000-ABCWN_1_1111_13802_23504|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_12995_23724|gene_26S	1	0	0	3	0	2	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_22830_6091|gene_26S	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
