CM30c28	CM30c62	Plot07	LB1	Plot05	CM30c39	Plot01	CM30c53	CM31a5	CM30c46	CM30c	CM30d3	CM30c44	CM30c37	CM30c51	CM30d12	Plot03	CM30b58	CM30b60	Plot04	CM30c60	CM30b51	Plot08	LB5	CM30c30	Plot06	Plot02	CM30c35
M00598_54_000000000-ABCWN_1_2115_20034_23428|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_18818_11576|gene_16S	0	0	11	0	2	1	17	0	0	0	0	2	3	14	4	2	2	4	14	2	4	7	0	0	0	8	0	1
M00598_54_000000000-ABCWN_1_1114_7535_13892|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_23725_21034|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_11556_11829|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1111_19537_22554|gene_16S	1	0	0	2	0	0	0	1	1	3	0	0	0	0	0	4	1	1	0	0	0	1	0	4	2	0	0	0
M00598_54_000000000-ABCWN_1_2115_21123_3804|gene_16S	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_21420_7522|gene_16S	1	0	0	12	0	2	0	0	4	1	0	7	1	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0
M00598_54_000000000-ABCWN_1_1113_12684_19786|gene_16S	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_23713_7903|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2114_15738_13089|gene_16S	0	0	0	1	0	0	4	0	0	0	0	5	4	0	0	3	1	0	1	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_22658_5364|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_21611_16481|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_10721_22063|gene_16S	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_14005_10960|gene_16S	0	0	0	0	0	2	0	0	0	0	4	1	0	3	0	24	0	0	0	1	0	0	4	3	1	0	0	0
M00598_54_000000000-ABCWN_1_2104_18146_17224|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1114_19659_22454|gene_16S	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_8754_5785|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_14658_3337|gene_16S	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_14835_23534|gene_16S	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_27949_11145|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_23312_10046|gene_16S	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	57	6	0	1	0	0	2	106	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_6529_16630|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_26938_17313|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_24124_10491|gene_16S	0	0	0	1	0	1	1	2	4	0	0	0	1	1	0	3	0	3	0	4	0	1	0	8	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_16736_19877|gene_16S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2105_15968_1865|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2104_14292_22353|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1119_14769_19699|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2108_21332_15707|gene_16S	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_26227_19144|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_27007_17996|gene_16S	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	4	0	0	0	0	0	4	2	3	0	1	0	1
M00598_54_000000000-ABCWN_1_1114_24540_3979|gene_16S	0	2	0	5	0	0	4	1	4	2	6	1	2	0	2	4	1	0	0	3	2	3	1	0	2	1	0	0
M00598_54_000000000-ABCWN_1_1104_3832_11727|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_21596_21707|gene_16S	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1	1	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_2108_14649_19994|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_12029_16198|gene_16S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_20110_20148|gene_16S	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	1	0	4	2	1	0	0
M00598_54_000000000-ABCWN_1_2112_14513_17656|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_25617_9539|gene_16S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	2	0	0	0	0	1	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1115_21118_21924|gene_16S	0	0	5	4	0	31	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1115_16909_19435|gene_16S	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_16628_19713|gene_16S	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_25100_14670|gene_16S	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1114_6547_10386|gene_16S	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_23935_14793|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_26687_17665|gene_16S	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	1	0	0	1	0
M00598_54_000000000-ABCWN_1_2114_9743_7852|gene_16S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_17960_11881|gene_16S	0	0	1	0	0	5	2	0	0	0	0	5	3	0	0	0	2	4	2	20	0	0	0	2	0	0	0	0
M00598_54_000000000-ABCWN_1_2114_16403_4762|gene_16S	0	0	5	2	2	1	0	0	0	0	0	7	0	4	1	1	0	2	4	4	0	1	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1101_9598_19257|gene_16S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_7878_17408|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_26921_18236|gene_16S	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_23801_15202|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_17768_16159|gene_16S	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	0	1	10	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_7986_8629|gene_16S	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1104_27731_14594|gene_16S	3	15	0	4	0	0	0	1	14	3	15	2	0	6	3	2	1	0	0	0	1	2	0	4	2	0	5	7
M00598_54_000000000-ABCWN_1_1101_22204_10828|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_14577_18896|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_28861_17140|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_23257_20620|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_7902_11224|gene_16S	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
M00598_54_000000000-ABCWN_1_1118_13900_16216|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1113_5707_13879|gene_16S	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_19218_10099|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_13325_9927|gene_16S	10	4	0	9	0	0	5	7	5	6	23	2	0	4	1	14	4	7	1	12	1	11	231	7	7	4	0	0
M00598_54_000000000-ABCWN_1_2109_20202_5679|gene_16S	0	1	0	0	0	0	0	0	3	0	2	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1114_10937_8691|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_10136_19610|gene_16S	0	0	4	4	7	2	0	0	0	4	0	4	2	27	0	1	2	3	5	4	0	0	0	8	0	8	0	4
M00598_54_000000000-ABCWN_1_1114_13826_10160|gene_16S	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	5	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2108_14693_20872|gene_16S	0	2	8	15	4	11	14	0	0	0	2	7	11	13	7	9	6	15	11	0	0	18	8	1	0	18	3	6
M00598_54_000000000-ABCWN_1_1104_16470_8354|gene_16S	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1104_9898_1618|gene_16S	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2107_13053_18862|gene_16S	0	0	1	0	3	0	0	0	1	2	0	7	0	0	0	7	0	3	1	0	1	2	1	3	0	0	0	0
M00598_54_000000000-ABCWN_1_2101_26854_17917|gene_16S	0	0	1	0	2	19	0	0	0	0	1	0	6	0	3	0	1	0	3	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1117_22544_14631|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1114_22901_19866|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_17341_5714|gene_16S	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_19060_4580|gene_16S	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_7827_4188|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2107_24683_10854|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_16891_10017|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_7445_4381|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_18824_8347|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	0
M00598_54_000000000-ABCWN_1_1119_22848_12366|gene_16S	2	77	104	97	96	507	9	17	251	62	311	80	19	99	228	181	59	31	306	19	75	109	483	66	15	18	657	16
M00598_54_000000000-ABCWN_1_1115_19424_3862|gene_16S	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2111_18686_13851|gene_16S	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_2105_24970_11499|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_10777_11366|gene_16S	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_18962_18186|gene_16S	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_8985_7060|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
M00598_54_000000000-ABCWN_1_1104_27155_7068|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_21388_20522|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_21599_6429|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_8050_22052|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1113_18504_7515|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_9187_23531|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1118_20872_24182|gene_16S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_18824_18250|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_14153_20546|gene_16S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_17527_19093|gene_16S	0	2	0	9	2	0	4	1	2	2	1	9	0	1	1	4	1	1	0	3	0	4	10	0	1	2	0	0
M00598_54_000000000-ABCWN_1_2111_21956_17176|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_21280_4755|gene_16S	0	0	0	0	0	0	0	0	0	0	35	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	11	0
M00598_54_000000000-ABCWN_1_2104_16677_21024|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	4	4	2	0	0	0	0	0	13	0	0
M00598_54_000000000-ABCWN_1_1119_13341_13883|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_11015_6480|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_11914_13654|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_24533_10777|gene_16S	0	0	6	0	0	1	0	0	0	1	0	0	4	6	0	0	0	0	0	0	0	1	0	0	0	3	3	0
M00598_54_000000000-ABCWN_1_2104_10630_15614|gene_16S	0	0	1	1	2	7	0	2	0	0	0	3	1	2	0	3	0	5	0	0	0	0	3	1	0	0	1	1
M00598_54_000000000-ABCWN_1_1114_15731_8818|gene_16S	5	2	0	10	4	3	0	6	2	3	11	3	0	8	1	7	5	1	1	5	0	1	8	10	4	4	1	2
M00598_54_000000000-ABCWN_1_1103_12117_11510|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_10347_19729|gene_16S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_5933_13369|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_5188_12804|gene_16S	0	0	0	0	0	2	16	0	0	0	0	1	2	1	4	1	0	1	1	0	1	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1116_10772_9286|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1119_9786_22104|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2116_17581_6591|gene_16S	0	0	0	1	2	6	1	0	0	0	1	1	0	1	1	0	1	2	0	3	0	1	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1119_12611_24114|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2101_20343_4810|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_7016_6857|gene_16S	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_2104_8074_9470|gene_16S	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2104_13178_21466|gene_16S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_21207_13684|gene_16S	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	0	3	0	0	0	3	0
M00598_54_000000000-ABCWN_1_2112_28076_12218|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1116_20927_19531|gene_16S	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	1	1	1	0	0	2	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2115_14185_3680|gene_16S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2102_23162_7095|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1112_15834_20448|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2113_20162_6419|gene_16S	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	3	0	2	0	0	2	1	3	2	3	0	0
M00598_54_000000000-ABCWN_1_2113_13424_6891|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_16837_19504|gene_16S	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_24962_19660|gene_16S	4	2	1	3	1	1	1	2	0	3	17	3	2	0	0	4	5	2	2	3	1	0	2	4	1	5	0	0
M00598_54_000000000-ABCWN_1_1103_9790_8432|gene_16S	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_9416_7744|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1114_7821_14701|gene_16S	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_16514_6861|gene_16S	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2113_25832_17327|gene_16S	1	3	9	2	0	0	5	1	6	2	18	0	2	5	9	0	0	2	1	0	0	0	1	0	0	13	4	0
M00598_54_000000000-ABCWN_1_2102_26179_13054|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2102_11270_12229|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_17930_6268|gene_16S	0	0	1	0	0	0	36	0	1	1	1	0	2	1	8	2	0	5	4	3	0	3	0	0	0	4	0	0
M00598_54_000000000-ABCWN_1_2102_8621_11195|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_23701_8443|gene_16S	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_13674_16864|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1111_10974_11857|gene_16S	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2113_12011_23082|gene_16S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_14158_8309|gene_16S	3	20	5	2	17	13	5	2	53	8	8	4	2	7	16	4	6	6	2	0	3	27	15	3	0	13	10	1
M00598_54_000000000-ABCWN_1_1112_14509_16816|gene_16S	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_11990_4520|gene_16S	7	0	0	9	0	0	0	6	2	10	1	0	0	0	0	2	2	2	0	1	0	1	0	17	2	0	0	0
M00598_54_000000000-ABCWN_1_2113_23582_12745|gene_16S	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_2109_26776_12543|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2111_21077_9429|gene_16S	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_27081_8363|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_25628_3451|gene_16S	0	0	0	0	0	0	0	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_2116_11892_17729|gene_16S	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1112_12102_13521|gene_16S	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
